Advisory,Impact,CVE,Last Updated,Version
"Cisco ASA CX Safe Search Policy Bypass Vulnerability
Medium
CVE-2013-5561
2013 Nov 04 1.0",Medium,CVE-2013-5561,2013 Nov 04,1.0
"Cisco AnyConnect Secure Mobility Client VPNAPI COM Buffer Overflow Vulnerability
Medium
CVE-2013-5559
2013 Nov 04 1.0",Medium,CVE-2013-5559,2013 Nov 04,1.0
"Multiple Vulnerabilities in Cisco IOS XE Software for 1000 Series Aggregation Services Routers
High
CVE-2013-5543
CVE-2013-5545 ...
2013 Oct 30 1.0",High,"CVE-2013-5543
CVE-2013-5545 ...",2013 Oct 30,1.0
"Cisco IOS Software Internet Key Exchange Version 2 Anti-replay Protection Disabled Vulnerability
Medium
CVE-2013-5548
2013 Oct 30 2.0",Medium,CVE-2013-5548,2013 Oct 30,2.0
"Cisco Adaptive Security Appliance Software Clientless SSL VPN Rewriter Denial of Service Vulnerability
Medium
CVE-2013-5551
2013 Oct 30 1.0",Medium,CVE-2013-5551,2013 Oct 30,1.0
"Cisco Unified Communications Manager Denial of Service Vulnerability
Medium
CVE-2013-5555
2013 Oct 30 1.0",Medium,CVE-2013-5555,2013 Oct 30,1.0
"Cisco Identity Services Engine Guest User Account Exhaustion Vulnerability
Medium
CVE-2013-5521
2013 Oct 25 1.0",Medium,CVE-2013-5521,2013 Oct 25,1.0
"Cisco Catalyst 3750-X Series Switch Default Credentials Vulnerability
Medium
CVE-2013-5522
2013 Oct 25 1.0",Medium,CVE-2013-5522,2013 Oct 25,1.0
"Cisco IOS XR Software Route Processor Denial of Service Vulnerability
High
CVE-2013-5549
2013 Oct 23 1.0",High,CVE-2013-5549,2013 Oct 23,1.0
"Cisco WSA, ESA, and SMA Management GUI Denial of Service Vulnerability
Medium
CVE-2013-5537
2013 Oct 23 1.0",Medium,CVE-2013-5537,2013 Oct 23,1.0
"Cisco ISE Support Information Download Authentication Bypass Vulnerability
Medium
CVE-2013-5531
2013 Oct 23 1.0",Medium,CVE-2013-5531,2013 Oct 23,1.0
"Cisco Secure Access Control System Distributed Deployment Denial of Service Vulnerability
Medium
CVE-2013-5536
2013 Oct 23 1.0",Medium,CVE-2013-5536,2013 Oct 23,1.0
"Cisco ASA VPN Denial of Service Vulnerability
Medium
CVE-2013-5544
2013 Oct 22 1.0",Medium,CVE-2013-5544,2013 Oct 22,1.0
"Cisco Unified Computing System Fabric Interconnect Man-In-The-Middle Vulnerability
Medium
CVE-2012-4114
2013 Oct 21 1.0",Medium,CVE-2012-4114,2013 Oct 21,1.0
"Cisco Unified Computing System Fabric Interconnect Denial of Service Vulnerability
Medium
CVE-2013-5550
2013 Oct 21 1.0",Medium,CVE-2013-5550,2013 Oct 21,1.0
"Cisco Unified Computing System Fabric Interconnect Man-In-The-Middle Vulnerability
Medium
CVE-2012-4117
2013 Oct 18 1.0",Medium,CVE-2012-4117,2013 Oct 18,1.0
"Cisco Unified Computing System Fabric Interconnect Information Disclosure Vulnerability
Medium
CVE-2012-4116
2013 Oct 18 1.0",Medium,CVE-2012-4116,2013 Oct 18,1.0
"Cisco Unified Computing System Fabric Interconnect Information Disclosure Vulnerability
Medium
CVE-2012-4115
2013 Oct 18 1.0",Medium,CVE-2012-4115,2013 Oct 18,1.0
"Cisco Unity Connection Directory Traversal Vulnerability
Medium
CVE-2013-5534
2013 Oct 18 1.0",Medium,CVE-2013-5534,2013 Oct 18,1.0
"Cisco Unified Computing System Fabric Interconnect Arbitrary File Read Vulnerability
Medium
CVE-2012-4113
2013 Oct 17 1.0",Medium,CVE-2012-4113,2013 Oct 17,1.0
"Cisco Unified Computing System Baseboard Management Controller Command Injection Vulnerability
Medium
CVE-2012-4112
2013 Oct 17 1.0",Medium,CVE-2012-4112,2013 Oct 17,1.0
"Cisco Identity Services Engine Untrusted File Upload Vulnerability
Medium
CVE-2013-5539
2013 Oct 16 1.0",Medium,CVE-2013-5539,2013 Oct 16,1.0
"Cisco Identity Services Engine Sponsor Portal File Access Vulnerability
Medium
CVE-2013-5538
2013 Oct 16 1.0",Medium,CVE-2013-5538,2013 Oct 16,1.0
"Cisco Identity Services Engine File Space Denial of Service Vulnerability
Medium
CVE-2013-5540
2013 Oct 16 1.0",Medium,CVE-2013-5540,2013 Oct 16,1.0
"Cisco Identity Services Engine Upload Filename Validation Vulnerability
Medium
CVE-2013-5541
2013 Oct 16 1.0",Medium,CVE-2013-5541,2013 Oct 16,1.0
"Use of Dual_EC_DRBG in Cisco Products
Informational
2013 Oct 16 1.0",Informational,,2013 Oct 16,1.0
"Cisco WebEx Meetings Server Deployment Passphrase Bypass Vulnerability
Medium
CVE-2013-5529
2013 Oct 15 1.0",Medium,CVE-2013-5529,2013 Oct 15,1.0
"Cisco Video Surveillance 4000 Series IP Camera Default Credential Vulnerability
Medium
CVE-2013-5535
2013 Oct 15 1.0",Medium,CVE-2013-5535,2013 Oct 15,1.0
"Cisco Unified Computing System Fabric Interconnect Arbitrary File Creation Vulnerability
Medium
CVE-2012-4107
2013 Oct 14 1.0",Medium,CVE-2012-4107,2013 Oct 14,1.0
"Cisco Unified Computing System Fabric Interconnect Denial of Service Vulnerability
Medium
CVE-2012-4105
2013 Oct 14 1.0",Medium,CVE-2012-4105,2013 Oct 14,1.0
"Cisco Unified Computing System Fabric Interconnect Privilege Escalation Vulnerability
Medium
CVE-2012-4106
2013 Oct 14 1.0",Medium,CVE-2012-4106,2013 Oct 14,1.0
"Cisco Unified Computing System Fabric Interconnect Command Injection Vulnerability
Medium
CVE-2012-4108
2013 Oct 14 1.0",Medium,CVE-2012-4108,2013 Oct 14,1.0
"Cisco Unified IP Phones 9900 Series Image Upgrade Command Injection Vulnerability
Medium
CVE-2013-5533
2013 Oct 11 1.0",Medium,CVE-2013-5533,2013 Oct 11,1.0
"Cisco 9900 Series Phone webapp Buffer Overflow Vulnerability
Medium
CVE-2013-5532
2013 Oct 11 1.0",Medium,CVE-2013-5532,2013 Oct 11,1.0
"Cisco Unified Communications Manager Administrative Web Interface Directory Traversal Vulnerability
Medium
CVE-2013-5528
2013 Oct 11 1.0",Medium,CVE-2013-5528,2013 Oct 11,1.0
"Cisco IOS Software OSPF Opaque LSA Denial of Service Vulnerability
Medium
CVE-2013-5527
2013 Oct 10 1.0",Medium,CVE-2013-5527,2013 Oct 10,1.0
"Cisco Prime Central for HCS Portal Credentials Access Vulnerability
Medium
CVE-2013-3409
2013 Oct 10 1.0",Medium,CVE-2013-3409,2013 Oct 10,1.0
"Cisco Unified IP Phone 8900/9900 Series Crafted SDP Packet Vulnerability
Medium
CVE-2013-5526
2013 Oct 10 2.0",Medium,CVE-2013-5526,2013 Oct 10,2.0
"Multiple Vulnerabilities in Cisco Firewall Services Module Software
High
CVE-2013-5506
CVE-2013-5508
2013 Oct 09 1.0",High,"CVE-2013-5506
CVE-2013-5508",2013 Oct 09,1.0
"Cisco IOS Software DHCP Server remember Functionality Vulnerability
Medium
CVE-2013-5499
2013 Oct 09 1.0",Medium,CVE-2013-5499,2013 Oct 09,1.0
"Cisco Identity Services Engine Troubleshooting Interface Cross-Site Scripting Vulnerability
Medium
CVE-2013-5524
2013 Oct 09 1.0",Medium,CVE-2013-5524,2013 Oct 09,1.0
"Cisco Adaptive Security Appliance Software Remote Access VPN Authentication Bypass Vulnerability
Medium
CVE-2013-5510
2013 Oct 09 1.0",Medium,CVE-2013-5510,2013 Oct 09,1.0
"Cisco Firewall Services Module Command Authorization Vulnerability
Medium
CVE-2013-5506
2013 Oct 09 1.0",Medium,CVE-2013-5506,2013 Oct 09,1.0
"Cisco Unified Computing System Fabric Interconnect Cross-Site Request Forgery Vulnerability
Medium
CVE-2012-4084
2013 Oct 09 1.0",Medium,CVE-2012-4084,2013 Oct 09,1.0
"Cisco Identity Services Engine Sponsor Portal Cross-Frame Scripting Vulnerability
Medium
CVE-2013-5523
2013 Oct 09 1.0",Medium,CVE-2013-5523,2013 Oct 09,1.0
"Cisco NX-OS Software Input Validation Vulnerability
Medium
CVE-2012-4076
2013 Oct 09 1.0",Medium,CVE-2012-4076,2013 Oct 09,1.0
"Cisco Identity Services Engine Blind SQL Injection Vulnerability
Medium
CVE-2013-5525
2013 Oct 09 1.0",Medium,CVE-2013-5525,2013 Oct 09,1.0
"Cisco NX-OS Software Input Validation Vulnerability
Medium
CVE-2012-4077
2013 Oct 09 1.0",Medium,CVE-2012-4077,2013 Oct 09,1.0
"Cisco NX-OS Software Input Validation Vulnerability
Medium
CVE-2012-4121
2013 Oct 08 1.0",Medium,CVE-2012-4121,2013 Oct 08,1.0
"Cisco NX-OS Software Input Validation Vulnerability
Medium
CVE-2012-4122
2013 Oct 08 1.0",Medium,CVE-2012-4122,2013 Oct 08,1.0
"Cisco NX-OS Local Write Redirection Vulnerability
Medium
CVE-2012-4141
2013 Oct 08 1.0",Medium,CVE-2012-4141,2013 Oct 08,1.0
"Cisco NX-OS Software Arbitrary Code Execution Vulnerability
Medium
CVE-2012-4075
2013 Oct 08 1.0",Medium,CVE-2012-4075,2013 Oct 08,1.0
"Cisco NX-OS Software Routing Information Protocol Denial of Service Vulnerability
Medium
CVE-2012-4091
2013 Oct 07 1.0",Medium,CVE-2012-4091,2013 Oct 07,1.0
"Cisco NX-OS Software Information Disclosure Vulnerability
Medium
CVE-2012-4090
2013 Oct 07 2.0",Medium,CVE-2012-4090,2013 Oct 07,2.0
"Cisco WLC Web-Based Management Interface Cross-Site Scripting Vulnerability
Medium
CVE-2013-5519
2013 Oct 03 1.0",Medium,CVE-2013-5519,2013 Oct 03,1.0
"Cisco Unified Computing System Fabric Interconnect create certreq Command Injection Vulnerability
Medium
CVE-2012-4111
2013 Oct 03 1.0",Medium,CVE-2012-4111,2013 Oct 03,1.0
"Cisco IOS XR Software Memory Exhaustion Vulnerability
High
CVE-2013-5503
2013 Oct 02 1.0",High,CVE-2013-5503,2013 Oct 02,1.0
"Cisco Unified Computing System Fabric Interconnect clear sshkey Command Injection Vulnerability
Medium
CVE-2012-4109
2013 Oct 02 1.0",Medium,CVE-2012-4109,2013 Oct 02,1.0
"Cisco Unified Computing System Fabric Interconnect run-script Command Injection Vulnerability
Medium
CVE-2012-4110
2013 Oct 02 1.0",Medium,CVE-2012-4110,2013 Oct 02,1.0
"Cisco Unified Computing System Fabric Interconnect activate firmware Command Injection Vulnerability
Medium
CVE-2012-4102
2013 Oct 02 1.0",Medium,CVE-2012-4102,2013 Oct 02,1.0
"Cisco Identity Services Engine Administration Interface Cross-Site Scripting Vulnerability
Medium
CVE-2013-5505
2013 Oct 01 1.0",Medium,CVE-2013-5505,2013 Oct 01,1.0
"Cisco Unified Computing System Fabric Interconnect Directory Traversal Vulnerability
Medium
CVE-2012-4104
2013 Oct 01 1.0",Medium,CVE-2012-4104,2013 Oct 01,1.0
"Cisco Unified Computing System Baseboard Management Controller Arbitrary File Access Vulnerability
Medium
CVE-2012-4096
2013 Oct 01 1.0",Medium,CVE-2012-4096,2013 Oct 01,1.0
"Cisco Unified Computing System Fabric Interconnect Arbitrary File Access Vulnerability
Medium
CVE-2012-4095
2013 Oct 01 1.0",Medium,CVE-2012-4095,2013 Oct 01,1.0
"Cisco Unified Communications Domain Manager Blind SQL Injection Vulnerability
Medium
CVE-2013-5517
2013 Oct 01 1.0",Medium,CVE-2013-5517,2013 Oct 01,1.0
"Cisco TelePresence Multipoint Switch Media Snapshot Denial of Service Vulnerability
Medium
CVE-2013-5516
2013 Sep 30 1.0",Medium,CVE-2013-5516,2013 Sep 30,1.0
"Cisco Video Surveillance Operations Manager Unauthenticated Access to Camera Video Feeds Vulnerability
Medium
CVE-2013-3417
2013 Sep 30 1.0",Medium,CVE-2013-3417,2013 Sep 30,1.0
"Cisco Identity Services Engine Mobile Device Management Portal Cross-Site Scripting Vulnerability
Medium
CVE-2013-5504
2013 Sep 28 1.0",Medium,CVE-2013-5504,2013 Sep 28,1.0
"Cisco Unified Computing System Fabric System Manager Man-in-the-Middle Vulnerability
Medium
CVE-2012-4092
2013 Sep 27 1.0",Medium,CVE-2012-4092,2013 Sep 27,1.0
"Cisco Unified Computing System Fabric Interconnect Denial of Service Vulnerability
Medium
CVE-2012-4079
2013 Sep 27 1.0",Medium,CVE-2012-4079,2013 Sep 27,1.0
"Cisco Unified Computing System Fabric Interconnect Remote Access Vulnerability
Medium
CVE-2012-4136
2013 Sep 27 1.0",Medium,CVE-2012-4136,2013 Sep 27,1.0
"Cisco Unified Computing System FTP User Vulnerability
Medium
CVE-2012-4088
2013 Sep 27 1.0",Medium,CVE-2012-4088,2013 Sep 27,1.0
"Cisco Unified Computing System Arbitrary Command Execution Vulnerability
Medium
CVE-2012-1313
2013 Sep 26 1.0",Medium,CVE-2012-1313,2013 Sep 26,1.0
"Cisco IOS XR Software CGSE and ISM Vulnerability
Medium
CVE-2013-5498
2013 Sep 26 1.0",Medium,CVE-2013-5498,2013 Sep 26,1.0
"Cisco IOS Software Queue Wedge Denial of Service Vulnerability
High
CVE-2013-5477
2013 Sep 25 1.0",High,CVE-2013-5477,2013 Sep 25,1.0
"Cisco IOS Software Multicast Network Time Protocol Denial of Service Vulnerability
High
CVE-2013-5472
2013 Sep 25 1.0",High,CVE-2013-5472,2013 Sep 25,1.0
"Cisco IOS Software Network Address Translation Vulnerabilities
High
CVE-2013-5479
CVE-2013-5480 ...
2013 Sep 25 1.0",High,"CVE-2013-5479
CVE-2013-5480 ...",2013 Sep 25,1.0
"Cisco IOS Software IPv6 Virtual Fragmentation Reassembly Denial of Service Vulnerability
High
CVE-2013-5474
2013 Sep 25 1.0",High,CVE-2013-5474,2013 Sep 25,1.0
"Cisco IOS Software Internet Key Exchange Memory Leak Vulnerability
High
CVE-2013-5473
2013 Sep 25 1.0",High,CVE-2013-5473,2013 Sep 25,1.0
"Cisco IOS Software DHCP Denial of Service Vulnerability
High
CVE-2013-5475
2013 Sep 25 1.0",High,CVE-2013-5475,2013 Sep 25,1.0
"Cisco IOS Software Zone-Based Firewall and Content Filtering Vulnerability
High
CVE-2013-5476
2013 Sep 25 1.0",High,CVE-2013-5476,2013 Sep 25,1.0
"Cisco Unified Computing System Fabric Interconnect Devices Arbitrary Command Execution Vulnerability
Medium
CVE-2012-4087
2013 Sep 24 1.0",Medium,CVE-2012-4087,2013 Sep 24,1.0
"Cisco Unified Computing System Fabric Interconnect Denial of Service Vulnerability
Medium
CVE-2012-4094
2013 Sep 24 1.0",Medium,CVE-2012-4094,2013 Sep 24,1.0
"Cisco Unified Computing System Baseboard Management Controller Privilege Escalation Vulnerability
Medium
CVE-2012-4078
2013 Sep 24 1.0",Medium,CVE-2012-4078,2013 Sep 24,1.0
"Cisco Unified Computing System Fabric Interconnect Devices Arbitrary Command Execution Vulnerability
Medium
CVE-2012-4086
2013 Sep 24 1.0",Medium,CVE-2012-4086,2013 Sep 24,1.0
"Cisco Unified Computing System Baseboard Management Controller Arbitrary Command Execution Vulnerability
Medium
CVE-2012-4089
2013 Sep 24 1.0",Medium,CVE-2012-4089,2013 Sep 24,1.0
"Cisco Unified Computing System Blade Management Controller Information Disclosure Vulnerability
Medium
CVE-2012-4085
2013 Sep 24 1.0",Medium,CVE-2012-4085,2013 Sep 24,1.0
"Cisco MediaSense Sensitive Data in Query String/Cookie Vulnerability
Medium
CVE-2013-5502
2013 Sep 23 1.0",Medium,CVE-2013-5502,2013 Sep 23,1.0
"Multiple Cisco MediaSense oraadmin Cross-Site Scripting Vulnerabilities
Medium
CVE-2013-5500
2013 Sep 20 1.0",Medium,CVE-2013-5500,2013 Sep 20,1.0
"Cisco MediaSense oraservice Cross-Site Scripting Vulnerability
Medium
CVE-2013-5501
2013 Sep 20 1.0",Medium,CVE-2013-5501,2013 Sep 20,1.0
"Cisco IPS Authentication Manager Denial of Service Vulnerability
Medium
CVE-2013-5497
2013 Sep 19 1.0",Medium,CVE-2013-5497,2013 Sep 19,1.0
"Cisco Unified Computing System Fabric Interconnect String Overflow Vulnerability
Medium
CVE-2012-4083
2013 Sep 19 1.0",Medium,CVE-2012-4083,2013 Sep 19,1.0
"Cisco Unified Computing System Cisco Management Controller Command Injection Vulnerability
Medium
CVE-2012-4082
2013 Sep 19 1.0",Medium,CVE-2012-4082,2013 Sep 19,1.0
"Cisco Prime Central for Hosted Collaboration Solution Assurance Unauthenticated Username and Password Enumeration Vulnerability
High
CVE-2013-3473
2013 Sep 18 1.0",High,CVE-2013-3473,2013 Sep 18,1.0
"Cisco Unified Computing System Cisco Management Controller Denial of Service Vulnerability
Medium
CVE-2012-4081
2013 Sep 18 1.0",Medium,CVE-2012-4081,2013 Sep 18,1.0
"Cisco Unified Computing System Software KVM Encryption Vulnerability
Medium
CVE-2012-4072
2013 Sep 18 1.0",Medium,CVE-2012-4072,2013 Sep 18,1.0
"Cisco Unified Computing System Software KVM Client Certificate Validation Vulnerability
Medium
CVE-2012-4073
2013 Sep 18 1.0",Medium,CVE-2012-4073,2013 Sep 18,1.0
"Cisco Unified Computing System Serial over LAN Static Private Key Vulnerability
Medium
CVE-2012-4074
2013 Sep 18 1.0",Medium,CVE-2012-4074,2013 Sep 18,1.0
"Cisco Unified Computing System Smart Call Home Input Validation Vulnerability
Medium
CVE-2012-4093
2013 Sep 18 1.0",Medium,CVE-2012-4093,2013 Sep 18,1.0
"Cisco NX-OS Software BGP Regex Vulnerability
Medium
CVE-2013-1121
2013 Sep 17 1.0",Medium,CVE-2013-1121,2013 Sep 17,1.0
"Cisco Open Network Environment Platform Unvalidated Pointer Vulnerability
Medium
CVE-2013-5496
2013 Sep 13 1.0",Medium,CVE-2013-5496,2013 Sep 13,1.0
"Cisco Unified MeetingPlace Application Server Cross-Site Scripting Vulnerability
Medium
CVE-2013-5495
2013 Sep 13 1.0",Medium,CVE-2013-5495,2013 Sep 13,1.0
"Cisco Unified MeetingPlace Solution Cross-Site Request Forgery Vulnerability
Medium
CVE-2013-5494
2013 Sep 13 1.0",Medium,CVE-2013-5494,2013 Sep 13,1.0
"Cisco SocialMiner administration.jsp HTTP Information Disclosure Vulnerability
Medium
CVE-2013-5492
2013 Sep 13 1.0",Medium,CVE-2013-5492,2013 Sep 13,1.0
"Cisco Virtualization Experience Client Series 6000 Local Arbitrary Command Execution Vulnerability
Medium
CVE-2013-5493
2013 Sep 12 1.0",Medium,CVE-2013-5493,2013 Sep 12,1.0
"Cisco Prime LAN Management Solution Cross-Frame Scripting Vulnerability
Medium
CVE-2013-5482
2013 Sep 12 1.0",Medium,CVE-2013-5482,2013 Sep 12,1.0
"Cisco Digital Media System DMM Open Redirect Vulnerability
Medium
CVE-2013-3446
2013 Sep 12 1.0",Medium,CVE-2013-3446,2013 Sep 12,1.0
"Multiple Cisco Products Common Services ActiveMQ Denial of Service Vulnerability
Medium
CVE-2013-5488
2013 Sep 12 1.0",Medium,CVE-2013-5488,2013 Sep 12,1.0
"Cisco SocialMiner Sensitive Information GET Request Vulnerability
Medium
CVE-2013-5489
2013 Sep 10 1.0",Medium,CVE-2013-5489,2013 Sep 10,1.0
"Cisco Prime Network Control System Cross-Site Scripting Vulnerability
Medium
CVE-2012-5990
2013 Sep 09 1.0",Medium,CVE-2012-5990,2013 Sep 09,1.0
"Cisco SocialMiner Cross-Site Scripting Vulnerability
Medium
CVE-2013-5483
2013 Sep 06 1.0",Medium,CVE-2013-5483,2013 Sep 06,1.0
"Cisco ASA Certificate Processing Denial of Service Vulnerability
Medium
CVE-2013-3458
2013 Sep 06 1.0",Medium,CVE-2013-3458,2013 Sep 06,1.0
"Cisco Jabber for Windows Certificate Validation Vulnerability
Medium
CVE-2013-1228
2013 Sep 05 1.0",Medium,CVE-2013-1228,2013 Sep 05,1.0
"Multiple Vulnerabilities in the Cisco WebEx Recording Format and Advanced Recording Format Players
Critical
CVE-2013-1115
CVE-2013-1116 ...
2013 Sep 04 1.0",Critical,"CVE-2013-1115
CVE-2013-1116 ...",2013 Sep 04,1.0
"Cisco Global Site Selector Cross-Site Request Forgery Vulnerability
Medium
CVE-2013-5471
2013 Sep 04 1.0",Medium,CVE-2013-5471,2013 Sep 04,1.0
"Cisco Secure Access Control System Malformed Packet Denial of Service Vulnerability
Medium
CVE-2013-5470
2013 Sep 04 1.0",Medium,CVE-2013-5470,2013 Sep 04,1.0
"Cisco IOS Software TCP ACK Storm Vulnerability
Medium
CVE-2013-5469
2013 Sep 03 1.0",Medium,CVE-2013-5469,2013 Sep 03,1.0
"Cisco Wireless LAN Controller Multiple Parameter Handling Denial of Service Vulnerability
Medium
CVE-2013-3474
2013 Sep 03 1.0",Medium,CVE-2013-3474,2013 Sep 03,1.0
"Cisco Mobility Services Engine Anonymous Login Vulnerability
Medium
CVE-2013-3469
2013 Sep 03 1.0",Medium,CVE-2013-3469,2013 Sep 03,1.0
"Cisco ASA Protocol Inspection Connection Table Denial of Service Vulnerability
Medium
CVE-2013-3463
2013 Aug 30 1.0",Medium,CVE-2013-3463,2013 Aug 30,1.0
"Cisco ISE Guest Portal Cross-Site Scripting Vulnerability
Medium
CVE-2012-5744
2013 Aug 29 1.0",Medium,CVE-2012-5744,2013 Aug 29,1.0
"Cisco UCS 6100 Fabric Interconnect Memory Leak Denial of Service Vulnerability
Medium
CVE-2013-3467
2013 Aug 29 1.0",Medium,CVE-2013-3467,2013 Aug 29,1.0
"Cisco IOS XR RIP Version 2 Crafted Packet Processing Denial of Service Vulnerability
Medium
CVE-2013-3470
2013 Aug 29 1.0",Medium,CVE-2013-3470,2013 Aug 29,1.0
"Cisco Secure Access Control Server Remote Command Execution Vulnerability
Critical
CVE-2013-3466
2013 Aug 28 1.0",Critical,CVE-2013-3466,2013 Aug 28,1.0
"Cisco Unified IP Phone 8945 Crafted PNG Image Lockup Vulnerability
Medium
CVE-2013-3468
2013 Aug 28 1.0",Medium,CVE-2013-3468,2013 Aug 28,1.0
"Cisco ISE Captive Portal Application Plaintext Credentials Exposure Vulnerability
Medium
CVE-2013-3471
2013 Aug 28 1.0",Medium,CVE-2013-3471,2013 Aug 28,1.0
"Cisco Prime Central for Hosted Collaboration Solution Assurance Denial of Service Vulnerabilities
High
CVE-2013-3387
CVE-2013-3388 ...
2013 Aug 21 1.0",High,"CVE-2013-3387
CVE-2013-3388 ...",2013 Aug 21,1.0
"Cisco Unified Communications Manager IM and Presence Service Denial of Service Vulnerability
High
CVE-2013-3453
2013 Aug 21 1.0",High,CVE-2013-3453,2013 Aug 21,1.0
"Multiple Vulnerabilities in Cisco Unified Communications Manager
High
CVE-2013-3459
CVE-2013-3460 ...
2013 Aug 21 1.0",High,"CVE-2013-3459
CVE-2013-3460 ...",2013 Aug 21,1.0
"Cisco IOS XR Internet Control Message Protocol Denial of Service Vulnerability
Medium
CVE-2013-3464
2013 Aug 13 1.0",Medium,CVE-2013-3464,2013 Aug 13,1.0
"Cisco Finesse Directory Read Vulnerability
Medium
CVE-2013-3457
2013 Aug 12 1.0",Medium,CVE-2013-3457,2013 Aug 12,1.0
"Cisco Finesse User Data in Query Vulnerability
Medium
CVE-2013-3455
2013 Aug 12 1.0",Medium,CVE-2013-3455,2013 Aug 12,1.0
"Cisco TelePresence System Default Credentials Vulnerability
Critical
CVE-2013-3454
2013 Aug 09 1.2",Critical,CVE-2013-3454,2013 Aug 09,1.2
"Cisco WebEx Error Message Information Disclosure Vulnerability
Medium
CVE-2013-3425
2013 Aug 02 1.0",Medium,CVE-2013-3425,2013 Aug 02,1.0
"Cisco Unified Communications Manager Web Page Cross-Site Request Forgery Vulnerability
Medium
CVE-2013-3451
2013 Aug 02 1.0",Medium,CVE-2013-3451,2013 Aug 02,1.0
"Cisco Unified Communications Manager Stack Trace Web Disclosure Vulnerability
Medium
CVE-2013-3442
2013 Aug 02 1.0",Medium,CVE-2013-3442,2013 Aug 02,1.0
"Cisco Unified Communications Manager User Web Dialer Cross-Site Request Forgery Vulnerability
Medium
CVE-2013-3450
2013 Aug 02 1.0",Medium,CVE-2013-3450,2013 Aug 02,1.0
"Cisco Integrated Management Controller Denial of Service Vulnerability
Medium
CVE-2013-1190
2013 Aug 01 1.0",Medium,CVE-2013-1190,2013 Aug 01,1.0
"Cisco WebEx Meetings Server Inactive User Authentication Bypass Vulnerability
Medium
CVE-2013-3448
2013 Aug 01 1.0",Medium,CVE-2013-3448,2013 Aug 01,1.0
"Cisco WAAS Central Manager Remote Code Execution Vulnerability
Critical
CVE-2013-3443
2013 Jul 31 1.0",Critical,CVE-2013-3443,2013 Jul 31,1.0
"Authenticated Command Injection Vulnerability in Multiple Cisco Content Network and Video Delivery Products
Critical
CVE-2013-3444
2013 Jul 31 1.0",Critical,CVE-2013-3444,2013 Jul 31,1.0
"Cisco VC220 Network Dome Camera and Cisco VC240 Network Bullet Camera Denial of Service Vulnerabilites
Medium
CVE-2012-3913
2013 Jul 31 1.0",Medium,CVE-2012-3913,2013 Jul 31,1.0
"Cisco Identity Services Engine High CPU Utilization Vulnerability
Medium
CVE-2013-3445
2013 Jul 25 1.0",Medium,CVE-2013-3445,2013 Jul 25,1.0
"Cisco ASA Software Cross-Site Scripting Vulnerability
Medium
CVE-2013-3414
2013 Jul 25 1.0",Medium,CVE-2013-3414,2013 Jul 25,1.0
"Multiple Vulnerabilities in the Cisco Video Surveillance Manager
Critical
CVE-2013-3429
CVE-2013-3430 ...
2013 Jul 24 1.0",Critical,"CVE-2013-3429
CVE-2013-3430 ...",2013 Jul 24,1.0
"Cisco Unified MeetingPlace Web Conferencing Authorization Bypass Vulnerability
Medium
CVE-2013-3438
2013 Jul 23 1.0",Medium,CVE-2013-3438,2013 Jul 23,1.0
"Cisco Unified Operations Manager Cross-Site Scripting Vulnerability
Medium
CVE-2013-3440
2013 Jul 23 1.0",Medium,CVE-2013-3440,2013 Jul 23,1.0
"Cisco Unified Operations Manager HTTP Header Injection Vulnerability
Medium
CVE-2013-3439
2013 Jul 22 1.0",Medium,CVE-2013-3439,2013 Jul 22,1.0
"Cisco Aironet 3600 Series Access Point Denial of Service Vulnerability
Medium
CVE-2013-3441
2013 Jul 22 1.0",Medium,CVE-2013-3441,2013 Jul 22,1.0
"Cisco Unified Operations Manager SQL Injection Vulnerability
Medium
CVE-2013-3437
2013 Jul 19 1.0",Medium,CVE-2013-3437,2013 Jul 19,1.0
"Cisco Unified IP Conference Station 7937G Denial of Service Vulnerability
Medium
CVE-2013-3435
2013 Jul 19 1.0",Medium,CVE-2013-3435,2013 Jul 19,1.0
"Cisco IOS GET VPN Encryption Policy Bypass Vulnerability
Medium
CVE-2013-3436
2013 Jul 19 1.0",Medium,CVE-2013-3436,2013 Jul 19,1.0
"Multiple Vulnerabilities in Cisco Intrusion Prevention System Software
High
CVE-2013-1218
CVE-2013-1243 ...
2013 Jul 17 1.0",High,"CVE-2013-1218
CVE-2013-1243 ...",2013 Jul 17,1.0
"Multiple Vulnerabilities in Cisco Unified Communications Manager
Medium
CVE-2013-3402
CVE-2013-3403 ...
2013 Jul 17 1.1",Medium,"CVE-2013-3402
CVE-2013-3403 ...",2013 Jul 17,1.1
"Cisco Unified Communications Manager Command Injection Vulnerability
Medium
CVE-2013-3402
2013 Jul 17 1.0",Medium,CVE-2013-3402,2013 Jul 17,1.0
"Cisco Unified Communications Manager Blind SQL Injection Vulnerability
Medium
CVE-2013-3412
2013 Jul 17 1.0",Medium,CVE-2013-3412,2013 Jul 17,1.0
"Cisco Unified Communications Manager Privilege Escalation Vulnerability
Medium
CVE-2013-3403
2013 Jul 17 1.0",Medium,CVE-2013-3403,2013 Jul 17,1.0
"Cisco Unified Communications Manager Privilege Escalation Vulnerability
Medium
CVE-2013-3433
2013 Jul 17 1.0",Medium,CVE-2013-3433,2013 Jul 17,1.0
